episode,episode_return_mean,episode_return_q1,episode_return_q3,episode_return_iqr,steps_mean,steps_q1,steps_q3,steps_iqr,mean_abs_td_error_mean,mean_abs_td_error_q1,mean_abs_td_error_q3,mean_abs_td_error_iqr,mean_abs_q_change_mean,mean_abs_q_change_q1,mean_abs_q_change_q3,mean_abs_q_change_iqr,exploration_ratio_mean,exploration_ratio_q1,exploration_ratio_q3,exploration_ratio_iqr,q_table_size_mean,q_table_size_q1,q_table_size_q3,q_table_size_iqr,q_table_nonzero_mean,q_table_nonzero_q1,q_table_nonzero_q3,q_table_nonzero_iqr,max_q_value_mean,max_q_value_q1,max_q_value_q3,max_q_value_iqr,mean_q_value_mean,mean_q_value_q1,mean_q_value_q3,mean_q_value_iqr,action_entropy_mean,action_entropy_q1,action_entropy_q3,action_entropy_iqr,td_error_std_mean,td_error_std_q1,td_error_std_q3,td_error_std_iqr,q_change_std_mean,q_change_std_q1,q_change_std_q3,q_change_std_iqr,unique_states_visited_mean,unique_states_visited_q1,unique_states_visited_q3,unique_states_visited_iqr
191,77.75,32.5,112.25,79.75,77.75,32.5,112.25,79.75,2.015564636733219,1.321670096964542,2.1096284442600286,0.7879583472954865,0.2015564636733218,0.1321670096964541,0.21096284442600285,0.07879583472954876,0.06237896547330869,0.037500000000000006,0.08580710918588355,0.048307109185883546,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.332537429639826,10.332537429639826,10.332537429639826,0.0,5.703739142617115,5.703739142617115,5.703739142617115,0.0,0.5004024235381879,0.5004024235381879,0.5004024235381879,0.0,0.7121060829996638,0.7121060829996638,0.7121060829996638,0.0,0.0712106082999664,0.0712106082999664,0.0712106082999664,0.0,3.0,3.0,3.0,0.0
192,51.0,10.0,59.0,49.0,51.0,10.0,59.0,49.0,2.3539630578228166,1.4011406091461287,3.1762972526435624,1.7751566434974337,0.23539630578228168,0.14011406091461287,0.31762972526435657,0.1775156643497437,0.14454722492697175,0.057692307692307675,0.1759493670886076,0.11825705939629991,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.332537429639826,10.332537429639826,10.332537429639826,0.0,5.697457011382671,5.697457011382671,5.697457011382671,0.0,0.3250829733914482,0.3250829733914482,0.3250829733914482,0.0,0.80221875653441,0.80221875653441,0.80221875653441,0.0,0.080221875653441,0.080221875653441,0.080221875653441,0.0,3.0,3.0,3.0,0.0
193,129.75,105.0,184.75,79.75,129.75,105.0,184.75,79.75,2.259249566456427,1.573376076140277,2.3829140353594114,0.8095379592191343,0.22592495664564252,0.15733760761402776,0.2382914035359407,0.08095379592191293,0.17037760129652837,0.10974978429680755,0.1873479318734793,0.07759814757667176,12.0,12.0,12.0,0.0,12.0,12.0,12.0,0.0,11.800064465582862,11.800064465582862,11.800064465582862,0.0,6.122277812536751,6.122277812536751,6.122277812536751,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.5980422661771585,1.5980422661771585,1.5980422661771585,0.0,0.1598042266177158,0.1598042266177158,0.1598042266177158,0.0,6.0,6.0,6.0,0.0
194,139.25,132.75,171.0,38.25,139.25,132.75,171.0,38.25,1.7651046881077836,1.415798355702809,1.880581622846909,0.4647832671440999,0.17651046881077842,0.141579835570281,0.18805816228469083,0.04647832671440982,0.08733992153379225,0.0800299800133244,0.097953216374269,0.017923236360944603,14.0,14.0,14.0,0.0,14.0,14.0,14.0,0.0,14.849366126556047,14.849366126556047,14.849366126556047,0.0,6.229416014325195,6.229416014325195,6.229416014325195,0.0,0.6931300811840717,0.6931300811840717,0.6931300811840717,0.0,1.9259909309392784,1.9259909309392784,1.9259909309392784,0.0,0.1925990930939278,0.1925990930939278,0.1925990930939278,0.0,6.0,6.0,6.0,0.0
195,145.25,119.75,194.5,74.75,145.25,119.75,194.5,74.75,1.9550641790675285,1.3202324695018524,2.017231766474872,0.6969992969730194,0.19550641790675286,0.1320232469501851,0.20172317664748735,0.06969992969730224,0.09486179716442869,0.07791607396870548,0.10034340659340657,0.02242733262470109,15.0,15.0,15.0,0.0,15.0,15.0,15.0,0.0,17.888541030825596,17.888541030825596,17.888541030825596,0.0,6.536869199857149,6.536869199857149,6.536869199857149,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.8537427930625563,1.8537427930625563,1.8537427930625563,0.0,0.1853742793062556,0.1853742793062556,0.1853742793062556,0.0,4.0,4.0,4.0,0.0
196,87.75,82.5,113.75,31.25,87.75,82.5,113.75,31.25,2.5471754337267503,1.6184499478095102,2.936658817312689,1.3182088695031788,0.2547175433726751,0.16184499478095107,0.293665881731269,0.13182088695031793,0.11590896107985496,0.1057389937106918,0.12824915079013435,0.022510157079442553,15.0,15.0,15.0,0.0,15.0,15.0,15.0,0.0,20.338479635242805,20.338479635242805,20.338479635242805,0.0,7.1052571071168735,7.1052571071168735,7.1052571071168735,0.0,0.6931065988893228,0.6931065988893228,0.6931065988893228,0.0,2.3821153153922827,2.3821153153922827,2.3821153153922827,0.0,0.2382115315392282,0.2382115315392282,0.2382115315392282,0.0,5.0,5.0,5.0,0.0
197,93.5,72.75,103.25,30.5,93.5,72.75,103.25,30.5,2.1741062722699827,1.7757784836086066,2.586575814403508,0.8107973307949015,0.21741062722699833,0.17757784836086066,0.258657581440351,0.08107973307949035,0.09150941340538651,0.08751525320317259,0.10097402597402598,0.013458772770853389,15.0,15.0,15.0,0.0,15.0,15.0,15.0,0.0,21.848760445062435,21.848760445062435,21.848760445062435,0.0,7.444261925525476,7.444261925525476,7.444261925525476,0.0,0.6930628469360363,0.6930628469360363,0.6930628469360363,0.0,2.7824124205498144,2.7824124205498144,2.7824124205498144,0.0,0.2782412420549814,0.2782412420549814,0.2782412420549814,0.0,6.0,6.0,6.0,0.0
198,70.25,31.75,115.5,83.75,70.25,31.75,115.5,83.75,3.0021026043789796,1.7527932527963055,3.798809137874872,2.0460158850785666,0.30021026043789784,0.17527932527963053,0.3798809137874871,0.2046015885078566,0.05157933853586025,0.019230769230769197,0.079951690821256,0.0607209215904868,15.0,15.0,15.0,0.0,15.0,15.0,15.0,0.0,22.11020079471254,22.11020079471254,22.11020079471254,0.0,7.926569269820745,7.926569269820745,7.926569269820745,0.0,0.6931106544376726,0.6931106544376726,0.6931106544376726,0.0,2.59817471213081,2.59817471213081,2.59817471213081,0.0,0.2598174712130809,0.2598174712130809,0.2598174712130809,0.0,4.0,4.0,4.0,0.0
199,77.0,43.0,98.0,55.0,77.0,43.0,98.0,55.0,2.9860792095700996,1.6875588850731347,3.6775419589829266,1.989983073909792,0.29860792095701005,0.1687558885073135,0.3677541958982927,0.19899830739097923,0.08797473944532766,0.08006535947712412,0.10202702702702703,0.021961667549902905,15.0,15.0,15.0,0.0,15.0,15.0,15.0,0.0,24.40424609092756,24.40424609092756,24.40424609092756,0.0,8.666079353837391,8.666079353837391,8.666079353837391,0.0,0.6928703384028123,0.6928703384028123,0.6928703384028123,0.0,2.682064643595913,2.682064643595913,2.682064643595913,0.0,0.2682064643595913,0.2682064643595913,0.2682064643595913,0.0,4.0,4.0,4.0,0.0
200,87.5,33.5,136.0,102.5,87.5,33.5,136.0,102.5,3.3608755777797077,1.3158171441857267,5.263212098978398,3.9473949547926717,0.33608755777797084,0.1315817144185724,0.5263212098978404,0.394739495479268,0.10452750501530989,0.09129870129870127,0.11585365853658534,0.024554957237884076,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,27.307800362376163,27.307800362376163,27.307800362376163,0.0,8.811726899568907,8.811726899568907,8.811726899568907,0.0,0.69313085394048,0.69313085394048,0.69313085394048,0.0,2.450686703795711,2.450686703795711,2.450686703795711,0.0,0.2450686703795712,0.2450686703795712,0.2450686703795712,0.0,6.0,6.0,6.0,0.0
201,57.75,25.75,67.5,41.75,57.75,25.75,67.5,41.75,2.610949946011783,1.856844181706921,3.075259008174228,1.218414826467307,0.2610949946011781,0.185684418170692,0.3075259008174225,0.12184148264673048,0.14439686722295417,0.07954545454545453,0.18276972624798707,0.10322427170253254,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,26.698570815498652,26.698570815498652,26.698570815498652,0.0,8.955096585568377,8.955096585568377,8.955096585568377,0.0,0.6890092384766586,0.6890092384766586,0.6890092384766586,0.0,3.7685165691157936,3.7685165691157936,3.7685165691157936,0.0,0.3768516569115792,0.3768516569115792,0.3768516569115792,0.0,5.0,5.0,5.0,0.0
202,73.25,31.0,108.75,77.75,73.25,31.0,108.75,77.75,2.91821149340812,1.6292660725905734,4.193656139437219,2.5643900668466455,0.291821149340812,0.16292660725905736,0.419365613943722,0.2564390066846647,0.10137457044673538,0.08054123711340203,0.125,0.044458762886597974,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,26.698570815498652,26.698570815498652,26.698570815498652,0.0,8.929687843704986,8.929687843704986,8.929687843704986,0.0,0.6210863745552451,0.6210863745552451,0.6210863745552451,0.0,5.749116382661259,5.749116382661259,5.749116382661259,0.0,0.574911638266126,0.574911638266126,0.574911638266126,0.0,3.0,3.0,3.0,0.0
203,73.0,12.0,133.5,121.5,73.0,12.0,133.5,121.5,2.725098627499865,1.6441994294461737,3.631249357194196,1.9870499277480222,0.2725098627499861,0.16441994294461698,0.3631249357194192,0.1987049927748022,0.13477796358231137,0.08242753623188402,0.1709401709401709,0.08851263470828687,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,26.140104204519837,26.140104204519837,26.140104204519837,0.0,8.82632854284455,8.82632854284455,8.82632854284455,0.0,0.5402041423888608,0.5402041423888608,0.5402041423888608,0.0,4.955625534603677,4.955625534603677,4.955625534603677,0.0,0.4955625534603675,0.4955625534603675,0.4955625534603675,0.0,3.0,3.0,3.0,0.0
204,58.0,41.0,73.0,32.0,58.0,41.0,73.0,32.0,2.393139806406289,2.1970529288962237,2.6886578912793877,0.491604962383164,0.23931398064062914,0.21970529288962262,0.2688657891279389,0.04916049623831628,0.13919076225029947,0.10997442455242964,0.15946843853820591,0.04949401398577627,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,26.649225417900496,26.649225417900496,26.649225417900496,0.0,9.049047069230513,9.049047069230513,9.049047069230513,0.0,0.6930421569294483,0.6930421569294483,0.6930421569294483,0.0,2.710413773667061,2.710413773667061,2.710413773667061,0.0,0.2710413773667059,0.2710413773667059,0.2710413773667059,0.0,4.0,4.0,4.0,0.0
205,79.75,44.0,109.25,65.25,79.75,44.0,109.25,65.25,2.3916754532702313,1.9430591156430383,2.603865955401261,0.6608068397582227,0.239167545327023,0.1943059115643038,0.260386595540126,0.0660806839758222,0.0846040867037916,0.07428571428571427,0.09776362789252988,0.0234779136068156,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,28.2178385018552,28.2178385018552,28.2178385018552,0.0,9.344825800947543,9.344825800947543,9.344825800947543,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.4801425944990685,2.4801425944990685,2.4801425944990685,0.0,0.2480142594499066,0.2480142594499066,0.2480142594499066,0.0,3.0,3.0,3.0,0.0
206,84.75,28.5,145.75,117.25,84.75,28.5,145.75,117.25,3.1155758567003153,1.9276232157940205,3.977925024926498,2.0503018091324776,0.31155758567003156,0.19276232157940199,0.39779250249264986,0.20503018091324787,0.0992994262010489,0.08700980392156857,0.10370456663560113,0.016694762714032557,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,30.43493250514625,30.43493250514625,30.43493250514625,0.0,9.838037113273828,9.838037113273828,9.838037113273828,0.0,0.6931233991585846,0.6931233991585846,0.6931233991585846,0.0,2.60424427188688,2.60424427188688,2.60424427188688,0.0,0.2604244271886879,0.2604244271886879,0.2604244271886879,0.0,4.0,4.0,4.0,0.0
207,64.5,10.0,104.5,94.5,64.5,10.0,104.5,94.5,2.987165573027209,2.1414470705375197,3.826910567457696,1.6854634969201765,0.29871655730272073,0.2141447070537519,0.38269105674576975,0.16854634969201784,0.14309309309309307,0.09039039039039037,0.2,0.10960960960960964,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,30.194231152028927,30.194231152028927,30.194231152028927,0.0,10.325073524665935,10.325073524665935,10.325073524665935,0.0,0.693055870256981,0.693055870256981,0.693055870256981,0.0,2.931708606539664,2.931708606539664,2.931708606539664,0.0,0.2931708606539664,0.2931708606539664,0.2931708606539664,0.0,4.0,4.0,4.0,0.0
208,116.75,84.5,152.25,67.75,116.75,84.5,152.25,67.75,1.8294229763697318,1.3485499027836654,1.9522838819551327,0.6037339791714673,0.18294229763697312,0.13485499027836653,0.19522838819551322,0.06037339791714669,0.09202279446175617,0.07039687703318148,0.11199334543254684,0.04159646839936536,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,31.107706320733023,31.107706320733023,31.107706320733023,0.0,10.604374007966838,10.604374007966838,10.604374007966838,0.0,0.6930917778747354,0.6930917778747354,0.6930917778747354,0.0,2.805591776989357,2.805591776989357,2.805591776989357,0.0,0.2805591776989357,0.2805591776989357,0.2805591776989357,0.0,4.0,4.0,4.0,0.0
209,105.5,74.0,136.5,62.5,105.5,74.0,136.5,62.5,2.096430444762937,1.874977935049081,2.219743399398614,0.34476546434953304,0.20964304447629362,0.18749779350490786,0.22197433993986126,0.0344765464349534,0.09606366330369923,0.09089834515366425,0.11169014084507037,0.020791795691406115,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,31.93268181263861,31.93268181263861,31.93268181263861,0.0,11.026017115722222,11.026017115722222,11.026017115722222,0.0,0.6931220307087461,0.6931220307087461,0.6931220307087461,0.0,2.643137989729982,2.643137989729982,2.643137989729982,0.0,0.2643137989729983,0.2643137989729983,0.2643137989729983,0.0,3.0,3.0,3.0,0.0
210,10.5,9.75,10.75,1.0,10.5,9.75,10.75,1.0,4.191048789974365,3.7081490366663514,4.402601230391657,0.6944521937253052,0.4191048789974362,0.3708149036666342,0.4402601230391655,0.06944521937253129,0.025,0.0,0.025,0.025,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,31.93268181263861,31.93268181263861,31.93268181263861,0.0,10.929644917504952,10.929644917504952,10.929644917504952,0.0,0.0,-0.0,-0.0,0.0,7.1703058939296325,7.1703058939296325,7.1703058939296325,0.0,0.7170305893929629,0.7170305893929629,0.7170305893929629,0.0,3.0,3.0,3.0,0.0
211,34.5,15.5,50.5,35.0,34.5,15.5,50.5,35.0,3.583141509317515,3.2313669078442846,4.009806530791107,0.7784396229468227,0.35831415093175134,0.32313669078442825,0.4009806530791105,0.07784396229468227,0.08875479539641942,0.044117647058823525,0.12839673913043476,0.08427909207161123,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,31.93268181263861,31.93268181263861,31.93268181263861,0.0,10.941818666427109,10.941818666427109,10.941818666427109,0.0,0.605797499372304,0.605797499372304,0.605797499372304,0.0,6.145063976974782,6.145063976974782,6.145063976974782,0.0,0.614506397697478,0.614506397697478,0.614506397697478,0.0,4.0,4.0,4.0,0.0
212,18.5,11.0,18.5,7.5,18.5,11.0,18.5,7.5,3.475577770631986,3.0651288310656755,3.9423643031754145,0.8772354721097391,0.3475577770631987,0.3065128831065674,0.39423643031754185,0.08772354721097447,0.1031042128603104,0.08037694013303767,0.11363636363636362,0.03325942350332595,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,31.93268181263861,31.93268181263861,31.93268181263861,0.0,10.91525222933705,10.91525222933705,10.91525222933705,0.0,0.3046360973492381,0.3046360973492381,0.3046360973492381,0.0,6.688783283503311,6.688783283503311,6.688783283503311,0.0,0.6688783283503311,0.6688783283503311,0.6688783283503311,0.0,4.0,4.0,4.0,0.0
213,24.75,9.75,32.0,22.25,24.75,9.75,32.0,22.25,4.063296797211189,3.1590630151534644,4.73122607538523,1.5721630602317656,0.406329679721119,0.3159063015153467,0.47312260753852264,0.15721630602317593,0.16964285714285712,0.040178571428571376,0.21875,0.17857142857142863,17.0,17.0,17.0,0.0,17.0,17.0,17.0,0.0,30.1603435592784,30.1603435592784,30.1603435592784,0.0,10.365540177662034,10.365540177662034,10.365540177662034,0.0,0.6925092898114951,0.6925092898114951,0.6925092898114951,0.0,5.845970293094369,5.845970293094369,5.845970293094369,0.0,0.5845970293094368,0.5845970293094368,0.5845970293094368,0.0,5.0,5.0,5.0,0.0
214,105.25,69.25,150.0,80.75,105.25,69.25,150.0,80.75,2.38599344404819,1.6132623210152124,2.8037852091422906,1.1905228881270782,0.23859934440481886,0.1613262321015211,0.2803785209142291,0.11905228881270799,0.08106929005005213,0.07216775599128536,0.09973045822102422,0.02756270222973886,17.0,17.0,17.0,0.0,17.0,17.0,17.0,0.0,29.509512510168086,29.509512510168086,29.509512510168086,0.0,10.553261924732178,10.553261924732178,10.553261924732178,0.0,0.6924611526112329,0.6924611526112329,0.6924611526112329,0.0,2.835871663873847,2.835871663873847,2.835871663873847,0.0,0.2835871663873847,0.2835871663873847,0.2835871663873847,0.0,5.0,5.0,5.0,0.0
215,35.75,18.5,51.75,33.25,35.75,18.5,51.75,33.25,2.2442400342154736,1.6370023170928052,2.4668342731562376,0.8298319560634324,0.2244240034215471,0.1637002317092806,0.2466834273156232,0.0829831956063426,0.1288684719535783,0.06818181818181818,0.1593326885880077,0.09115087040618952,17.0,17.0,17.0,0.0,17.0,17.0,17.0,0.0,29.509512510168086,29.509512510168086,29.509512510168086,0.0,10.42415377133332,10.42415377133332,10.42415377133332,0.0,0.0,-0.0,-0.0,0.0,7.320221789899209,7.320221789899209,7.320221789899209,0.0,0.7320221789899206,0.7320221789899206,0.7320221789899206,0.0,2.0,2.0,2.0,0.0
216,105.0,48.25,160.25,112.0,105.0,48.25,160.25,112.0,1.8747188390772802,1.2411499820350742,2.1817042561208844,0.9405542740858102,0.18747188390772812,0.12411499820350745,0.21817042561208866,0.09405542740858121,0.06588116828307472,0.05911330049261078,0.0871603413429148,0.028047040850304017,17.0,17.0,17.0,0.0,17.0,17.0,17.0,0.0,32.004492682842,32.004492682842,32.004492682842,0.0,10.859040661965034,10.859040661965034,10.859040661965034,0.0,0.693053351391456,0.693053351391456,0.693053351391456,0.0,2.436499340561332,2.436499340561332,2.436499340561332,0.0,0.243649934056133,0.243649934056133,0.243649934056133,0.0,5.0,5.0,5.0,0.0
217,134.75,102.25,186.0,83.75,134.75,102.25,186.0,83.75,2.0790531098655523,1.305769644366153,2.2626104011264565,0.9568407567603034,0.20790531098655515,0.13057696443661537,0.22626104011264553,0.09568407567603016,0.12907262331037284,0.10213879292826661,0.13620689655172408,0.03406810362345747,17.0,17.0,17.0,0.0,17.0,17.0,17.0,0.0,35.42540941315357,35.42540941315357,35.42540941315357,0.0,11.380177934854292,11.380177934854292,11.380177934854292,0.0,0.6930811201807139,0.6930811201807139,0.6930811201807139,0.0,2.7274448820823487,2.7274448820823487,2.7274448820823487,0.0,0.272744488208235,0.272744488208235,0.272744488208235,0.0,5.0,5.0,5.0,0.0
218,147.25,103.25,194.5,91.25,147.25,103.25,194.5,91.25,1.7129663074808625,1.3305692523590364,2.104481497967296,0.7739122456082597,0.17129663074808615,0.13305692523590354,0.21044814979672943,0.0773912245608259,0.093546448749887,0.0765052112413921,0.098693019735693,0.022187808494300895,17.0,17.0,17.0,0.0,17.0,17.0,17.0,0.0,37.10963708390373,37.10963708390373,37.10963708390373,0.0,11.940998396207236,11.940998396207236,11.940998396207236,0.0,0.6931337573207383,0.6931337573207383,0.6931337573207383,0.0,2.9205565601811587,2.9205565601811587,2.9205565601811587,0.0,0.2920556560181161,0.2920556560181161,0.2920556560181161,0.0,6.0,6.0,6.0,0.0
219,93.0,75.75,109.75,34.0,93.0,75.75,109.75,34.0,1.8928997695275114,1.5390340872722679,2.0388368003780784,0.4998027131058105,0.1892899769527511,0.1539034087272268,0.20388368003780782,0.049980271310581026,0.08534632957205131,0.055769230769230696,0.11354136288519485,0.05777213211596416,17.0,17.0,17.0,0.0,17.0,17.0,17.0,0.0,37.20440902330169,37.20440902330169,37.20440902330169,0.0,12.211257223249746,12.211257223249746,12.211257223249746,0.0,0.6931161801776027,0.6931161801776027,0.6931161801776027,0.0,3.302716849542352,3.302716849542352,3.302716849542352,0.0,0.3302716849542352,0.3302716849542352,0.3302716849542352,0.0,5.0,5.0,5.0,0.0
220,89.0,60.5,131.0,70.5,89.0,60.5,131.0,70.5,1.9611060776570395,1.5444559903054602,2.015109411606197,0.47065342130073673,0.19611060776570394,0.15444559903054583,0.2015109411606199,0.04706534213007407,0.078809862012987,0.06818181818181818,0.10965401785714282,0.041472199675324645,17.0,17.0,17.0,0.0,17.0,17.0,17.0,0.0,37.56079579869722,37.56079579869722,37.56079579869722,0.0,12.655857515518877,12.655857515518877,12.655857515518877,0.0,0.6930451362725594,0.6930451362725594,0.6930451362725594,0.0,3.166478989363939,3.166478989363939,3.166478989363939,0.0,0.316647898936394,0.316647898936394,0.316647898936394,0.0,5.0,5.0,5.0,0.0
221,125.25,112.25,154.5,42.25,125.25,112.25,154.5,42.25,1.6601288693737908,1.3530920672083127,1.8270336860932768,0.4739416188849641,0.16601288693737906,0.13530920672083113,0.1827033686093276,0.04739416188849646,0.1033978261939651,0.0779588336192109,0.12165111378687535,0.04369228016766445,17.0,17.0,17.0,0.0,17.0,17.0,17.0,0.0,39.69313543095123,39.69313543095123,39.69313543095123,0.0,12.981870682742471,12.981870682742471,12.981870682742471,0.0,0.6930323919620441,0.6930323919620441,0.6930323919620441,0.0,3.2148981810572685,3.2148981810572685,3.2148981810572685,0.0,0.3214898181057267,0.3214898181057267,0.3214898181057267,0.0,5.0,5.0,5.0,0.0
222,69.75,31.5,78.75,47.25,69.75,31.5,78.75,47.25,3.103256088301717,2.3507933746959537,3.9885899055970584,1.6377965309011047,0.3103256088301714,0.2350793374695953,0.39885899055970553,0.16377965309011022,0.12927350427350426,0.1111111111111111,0.1378205128205128,0.026709401709401698,17.0,17.0,17.0,0.0,17.0,17.0,17.0,0.0,42.92338493057895,42.92338493057895,42.92338493057895,0.0,13.421794515317991,13.421794515317991,13.421794515317991,0.0,0.6931331831261411,0.6931331831261411,0.6931331831261411,0.0,2.9273327204058,2.9273327204058,2.9273327204058,0.0,0.2927332720405797,0.2927332720405797,0.2927332720405797,0.0,4.0,4.0,4.0,0.0
223,70.75,43.0,95.75,52.75,70.75,43.0,95.75,52.75,2.7604480652742547,2.2543887912558214,2.954449883445974,0.7000610921901527,0.27604480652742536,0.225438879125582,0.29544498834459715,0.07000610921901515,0.13041626280009755,0.07241410005340927,0.14444444444444438,0.0720303443910351,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,42.16745396373162,42.16745396373162,42.16745396373162,0.0,12.972461083305635,12.972461083305635,12.972461083305635,0.0,0.6929074043489288,0.6929074043489288,0.6929074043489288,0.0,3.715146236193864,3.715146236193864,3.715146236193864,0.0,0.3715146236193863,0.3715146236193863,0.3715146236193863,0.0,5.0,5.0,5.0,0.0
224,97.0,95.0,119.0,24.0,97.0,95.0,119.0,24.0,2.6822949954126356,1.6189066638758705,2.9978070687356966,1.3789004048598261,0.26822949954126357,0.16189066638758712,0.29978070687356956,0.13789004048598244,0.1153545534924845,0.09188034188034186,0.13944827586206893,0.04756793398172707,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,41.41486364501752,41.41486364501752,41.41486364501752,0.0,12.993648858614314,12.993648858614314,12.993648858614314,0.0,0.6782093939033127,0.6782093939033127,0.6782093939033127,0.0,10.19083593596111,10.19083593596111,10.19083593596111,0.0,1.0190835935961102,1.0190835935961102,1.0190835935961102,0.0,6.0,6.0,6.0,0.0
225,117.0,68.0,150.5,82.5,117.0,68.0,150.5,82.5,1.8663415964792978,1.3482408449811496,2.2021709022120493,0.8539300572308997,0.18663415964792968,0.13482408449811506,0.22021709022120478,0.08539300572308972,0.09441421654270452,0.0782770927968851,0.10961538461538461,0.03133829181849951,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,39.86573786658546,39.86573786658546,39.86573786658546,0.0,13.145123391793636,13.145123391793636,13.145123391793636,0.0,0.6930421569294483,0.6930421569294483,0.6930421569294483,0.0,5.1891986214183285,5.1891986214183285,5.1891986214183285,0.0,0.5189198621418327,0.5189198621418327,0.5189198621418327,0.0,5.0,5.0,5.0,0.0
226,128.75,110.5,162.25,51.75,128.75,110.5,162.25,51.75,1.5473608981801557,1.2979221282178757,1.574910363986437,0.27698823576856135,0.15473608981801543,0.12979221282178743,0.15749103639864348,0.027698823576856046,0.07575687142250608,0.07048224695283517,0.0951267056530214,0.024644458700186236,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,41.44632779158052,41.44632779158052,41.44632779158052,0.0,13.467832041518182,13.467832041518182,13.467832041518182,0.0,0.6931258211016196,0.6931258211016196,0.6931258211016196,0.0,3.2472192153721475,3.2472192153721475,3.2472192153721475,0.0,0.3247219215372149,0.3247219215372149,0.3247219215372149,0.0,6.0,6.0,6.0,0.0
227,119.5,88.25,141.25,53.0,119.5,88.25,141.25,53.0,1.5483779140309601,1.3600012880009116,1.645593985110299,0.2855926971093874,0.15483779140309592,0.1360001288000911,0.16455939851102983,0.028559269710938723,0.09072752844881796,0.08306686046511627,0.10086121743425112,0.017794356969134853,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,41.80845113174675,41.80845113174675,41.80845113174675,0.0,13.570765890326443,13.570765890326443,13.570765890326443,0.0,0.6930868001634132,0.6930868001634132,0.6930868001634132,0.0,3.825210731348923,3.825210731348923,3.825210731348923,0.0,0.3825210731348924,0.3825210731348924,0.3825210731348924,0.0,3.0,3.0,3.0,0.0
228,132.75,123.0,136.75,13.75,132.75,123.0,136.75,13.75,1.5063900185484658,1.295761349525317,1.6436934647039747,0.34793211517865763,0.15063900185484635,0.12957613495253134,0.1643693464703973,0.03479321151786596,0.08396090194172484,0.07720474151306392,0.09744219195438707,0.02023745044132315,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,42.43692370374666,42.43692370374666,42.43692370374666,0.0,13.824156771958682,13.824156771958682,13.824156771958682,0.0,0.6931180444457279,0.6931180444457279,0.6931180444457279,0.0,3.086215872568542,3.086215872568542,3.086215872568542,0.0,0.308621587256854,0.308621587256854,0.308621587256854,0.0,5.0,5.0,5.0,0.0
229,93.25,58.0,118.75,60.75,93.25,58.0,118.75,60.75,2.6050603323415094,1.532712422616568,2.8285137353311063,1.2958013127145382,0.260506033234151,0.15327124226165675,0.28285137353311074,0.12958013127145399,0.09080424235954188,0.07303324555628697,0.10540540540540541,0.03237215984911844,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,42.36986591196133,42.36986591196133,42.36986591196133,0.0,13.83738703172772,13.83738703172772,13.83738703172772,0.0,0.6927819059876479,0.6927819059876479,0.6927819059876479,0.0,4.552674091935953,4.552674091935953,4.552674091935953,0.0,0.4552674091935954,0.4552674091935954,0.4552674091935954,0.0,4.0,4.0,4.0,0.0
230,44.0,11.25,68.75,57.5,44.0,11.25,68.75,57.5,3.0121341307618215,1.6626774410848988,4.039330810231073,2.376653369146174,0.3012134130761821,0.1662677441084899,0.4039330810231074,0.23766533691461747,0.050219298245614,0.0,0.0923245614035087,0.0923245614035087,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,41.98309204229638,41.98309204229638,41.98309204229638,0.0,13.847469235586477,13.847469235586477,13.847469235586477,0.0,0.6925915220779792,0.6925915220779792,0.6925915220779792,0.0,4.62519346772217,4.62519346772217,4.62519346772217,0.0,0.4625193467722174,0.4625193467722174,0.4625193467722174,0.0,4.0,4.0,4.0,0.0
